Route Number,Source,Destination,Container Size,Carrier,Travel Mode,Fixed Freight Cost,Port/Airport/Rail Handling Cost,Bunker/ Fuel Cost,Documentation Cost,Equipment Cost,Extra Cost,Warehouse Cost,Transit Duty,CustomClearance time (hours),Port/Airport/Rail Handling time (hours),Extra Time,Transit time (hours),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
630,Shanghai Railway Station,Shanghai Warehouse,34,COSCO,Sea,141,117,246,127,179,61,175.07246636538554,4.898206935114241,44,66,3,169.31951566841983,1,0,1,1,1,0,1
631,Wuxi Warehouse,Shanghai Port,67,KTM,Rail,145,413,396,65,195,76,119.32541833608863,5.560854069827856,34,53,1,189.36999547052508,0,0,0,0,1,0,0
632,Wuxi Railway Station,Singapore Airport,67,COSCO,Sea,315,496,121,163,133,91,117.5347913282129,3.451956531103965,46,71,4,196.58646736524125,0,0,0,1,0,1,1
633,Singapore Airport,Wuxi Railway Station,7,KTM,Rail,473,343,187,73,292,148,175.19476165253073,8.258141835495284,51,55,7,97.23508970980402,1,0,0,1,0,1,0
634,Malaysia Airport,Shanghai Railway Station,34,KTM,Truck,409,306,232,195,194,66,174.529262306013,2.4601938717997434,71,56,4,181.2933904504744,0,0,1,1,0,1,0
635,Malaysia Airport,Wuxi Port,67,Railway Authority,Rail,114,483,455,138,172,81,105.32548345347175,3.2444317499746647,57,60,6,174.3948740573756,0,1,0,1,0,0,0
636,Malaysia Warehouse,Shanghai Warehouse,7,Evergreen,Truck,221,209,272,128,292,56,79.53596661396082,5.930826219452258,64,52,8,145.5770422161485,0,0,1,0,0,1,1
637,Malaysia Airport,Singapore Warehouse,7,Railway Authority,Sea,325,237,406,132,164,131,183.5120339090048,2.0367062026148717,32,69,3,218.27575578596276,1,0,0,0,0,0,0
638,Malaysia Warehouse,Shanghai Airport,7,DHL,Air,390,430,468,168,153,59,135.20557812985618,5.206716161810724,44,26,1,237.50204854403452,0,0,0,1,0,0,1
639,Shanghai Warehouse,Malaysia Airport,34,DHL,Sea,164,286,443,189,171,115,184.27911747986215,8.94696197797348,27,70,7,60.89850487831429,1,1,1,1,1,0,0
640,Shanghai Railway Station,Wuxi Warehouse,34,Railway Authority,Truck,411,196,166,108,225,75,100.62766618318852,7.00793941461138,31,25,8,93.24481681659702,0,1,1,0,1,1,1
641,Malaysia Port,Malaysia Railway Station,7,DHL,Air,177,364,431,192,135,53,91.38914803777607,8.181837982974423,62,56,1,37.36915957347728,0,0,1,1,1,0,0
642,Wuxi Airport,Wuxi Port,34,Railway Authority,Air,462,498,352,176,180,77,65.08434131390098,4.051209417439529,63,67,5,85.61426186121611,0,1,1,1,1,0,1
643,Singapore Railway Station,Singapore Railway Station,67,Railway Authority,Sea,284,371,295,156,230,123,164.59968178765158,6.153561841550803,68,55,4,226.999581508871,1,1,1,1,0,0,0
644,Malaysia Port,Wuxi Airport,67,Railway Authority,Sea,145,245,284,58,171,68,59.6162795026527,2.0893576705413284,70,61,7,198.47509029420098,0,0,0,1,0,1,1
645,Malaysia Airport,Singapore Warehouse,34,COSCO,Sea,121,234,357,108,188,132,170.89048429897667,1.475177680428196,46,33,2,203.40340618784808,1,1,1,0,0,1,1
646,Wuxi Port,Malaysia Warehouse,7,COSCO,Truck,131,129,391,126,280,120,148.42182074774206,8.963030076767389,50,44,7,165.79137233548408,0,0,0,1,1,1,0
647,Malaysia Railway Station,Shanghai Port,7,KTM,Air,401,404,172,189,209,84,161.26092987070354,5.429589755791181,48,58,1,63.112074015111084,0,0,1,0,1,1,0
648,Malaysia Railway Station,Malaysia Railway Station,7,Railway Authority,Rail,462,181,302,87,131,109,155.7213689490045,7.174855491546057,71,62,8,108.5931167094772,0,1,0,1,1,1,0
649,Wuxi Airport,Malaysia Railway Station,67,Railway Authority,Truck,420,449,393,156,110,82,120.15028061754631,3.0510549627988035,34,59,7,75.67933740171328,0,1,0,0,1,1,0
650,Singapore Port,Malaysia Railway Station,7,COSCO,Rail,365,158,436,105,269,51,109.02445122961205,6.757105129626708,28,54,0,137.20258892526195,0,0,0,1,0,1,0
651,Singapore Warehouse,Shanghai Port,7,KTM,Air,372,208,271,121,214,136,51.01659504717816,2.4430982278453635,49,64,5,77.80268409647844,1,1,0,1,0,1,1
652,Malaysia Warehouse,Singapore Railway Station,7,Evergreen,Rail,183,265,145,141,291,64,119.80375584790546,2.8158523048412665,30,66,9,98.84664620924771,1,1,0,0,0,0,1
653,Singapore Airport,Shanghai Warehouse,7,Evergreen,Air,56,411,489,190,118,127,77.57269198059464,6.62616880414924,48,44,8,227.36652372324087,0,1,0,1,0,1,1
654,Shanghai Warehouse,Singapore Airport,67,KTM,Air,169,146,134,118,272,121,118.31446889726931,9.409233279647545,37,49,1,201.20401025370415,0,1,0,0,1,1,1
655,Singapore Warehouse,Malaysia Railway Station,34,Evergreen,Sea,208,129,342,130,292,74,105.01995971266392,2.6894934330818967,55,68,6,199.3303296028693,0,0,1,0,0,0,1
656,Singapore Airport,Malaysia Airport,7,Railway Authority,Sea,202,292,133,157,229,145,175.0468254571852,7.729417994921245,71,37,5,52.85069420285661,0,1,1,1,0,1,0
657,Singapore Airport,Shanghai Railway Station,7,KTM,Sea,350,179,178,139,201,116,114.41007964093414,6.282228788009975,48,43,0,194.39214187201839,0,1,1,0,1,0,0
658,Shanghai Airport,Malaysia Warehouse,34,Evergreen,Rail,170,259,256,87,228,110,159.43078519645047,3.777259577321299,53,25,7,84.75201117642342,0,1,1,1,0,1,0
659,Malaysia Railway Station,Malaysia Airport,67,DHL,Sea,277,479,247,139,280,76,100.05867522640861,3.166303753386248,63,71,3,84.23663223921868,0,1,0,1,0,0,0
660,Wuxi Warehouse,Shanghai Port,67,COSCO,Sea,406,416,322,159,175,113,198.1797264974087,7.0943369264667195,31,58,4,167.4408303351641,0,1,0,0,0,0,0
661,Shanghai Railway Station,Singapore Railway Station,34,KTM,Truck,441,276,240,95,267,63,84.74130402344997,4.297768229338548,27,48,4,101.74575239569167,1,0,0,1,1,1,1
662,Shanghai Port,Malaysia Port,34,DHL,Truck,289,147,442,137,170,143,87.68321352594326,4.287409635046434,56,35,6,100.7877981871817,1,0,1,0,1,1,1
663,Malaysia Warehouse,Singapore Warehouse,34,Railway Authority,Air,318,318,129,192,160,115,133.86907460411334,7.337515223559329,25,70,0,128.83337418605203,1,1,1,0,1,0,1
664,Malaysia Warehouse,Shanghai Warehouse,67,COSCO,Air,337,186,386,187,200,60,66.8330967234868,3.677181562692401,35,47,0,162.26532572935247,1,1,1,1,1,0,1
665,Malaysia Railway Station,Wuxi Port,67,COSCO,Sea,443,356,387,111,199,116,125.16423224421939,5.286320568716305,46,37,0,39.500657528482996,0,1,0,1,1,1,0
666,Shanghai Warehouse,Wuxi Port,34,Evergreen,Sea,446,182,411,88,124,81,58.25897033310298,2.5181301166628938,30,24,9,79.8701631195215,0,1,0,1,1,1,0
667,Singapore Warehouse,Wuxi Port,7,DHL,Air,408,377,306,144,214,81,181.08403683933795,5.0339337313208,54,38,2,169.61686072450823,0,1,0,0,1,0,0
668,Singapore Port,Shanghai Railway Station,34,Railway Authority,Truck,93,140,129,160,238,109,92.8691419437261,3.3212482180463896,41,38,9,224.97683236596382,1,0,0,0,1,0,1
669,Shanghai Airport,Singapore Warehouse,34,Railway Authority,Rail,406,364,315,130,111,144,172.4938543031522,4.898757348234325,35,70,2,37.89644602833343,0,1,1,1,0,1,0
670,Wuxi Airport,Singapore Railway Station,7,Evergreen,Sea,185,415,495,117,225,122,185.4701917075001,7.173109409204127,71,28,1,50.45986796408537,0,0,1,1,1,0,0
671,Shanghai Port,Malaysia Airport,67,DHL,Truck,116,375,358,149,193,132,191.87873498152035,5.7212489845866585,61,29,0,136.09025222601258,1,0,1,0,1,0,0
672,Singapore Warehouse,Wuxi Warehouse,7,KTM,Air,380,267,178,100,213,96,121.72891936878956,4.987184270908324,25,30,7,80.4904191182037,0,0,0,0,0,1,0
673,Malaysia Airport,Malaysia Airport,67,Railway Authority,Truck,220,218,204,185,142,103,75.13978535817549,1.012432154013441,65,50,8,239.84547640629265,0,1,1,0,0,0,0
674,Singapore Port,Singapore Warehouse,7,KTM,Sea,156,156,257,198,269,124,112.14450790143158,3.389399690481671,48,31,0,171.877629517126,0,1,0,0,1,1,0
675,Wuxi Airport,Singapore Port,7,Evergreen,Rail,274,360,206,107,251,112,96.49093852751335,1.3423364744426616,24,39,5,97.28080804318031,1,0,0,1,0,0,0
676,Malaysia Airport,Shanghai Port,34,DHL,Sea,241,265,452,147,231,75,191.88846495775442,4.8637215119702155,56,65,1,144.00039891785065,1,0,1,1,0,1,1
677,Shanghai Warehouse,Malaysia Warehouse,67,KTM,Air,411,414,274,51,133,110,55.30850728651956,3.6349402203604555,29,69,4,37.028404560684336,0,1,1,1,0,0,1
678,Singapore Warehouse,Singapore Railway Station,67,Evergreen,Sea,397,354,243,88,182,140,182.81501362339677,3.429104233012316,57,66,4,147.5266091927033,1,0,1,1,1,0,0
679,Wuxi Railway Station,Malaysia Railway Station,7,Railway Authority,Rail,167,243,197,96,193,131,73.81268421603514,3.5342849548717377,54,68,2,199.3040827913326,1,1,1,0,1,0,1
680,Wuxi Railway Station,Malaysia Warehouse,34,Evergreen,Truck,368,164,258,151,106,86,126.28729875702871,6.327923361821347,53,59,3,54.958513704362296,1,0,0,1,1,1,0
681,Shanghai Railway Station,Shanghai Airport,34,KTM,Rail,198,449,181,109,174,103,142.47992098075036,1.0586336207796636,42,25,7,36.02838444114785,0,1,1,1,0,0,0
682,Shanghai Railway Station,Malaysia Railway Station,67,KTM,Truck,136,459,404,60,146,105,95.8203218181252,3.373981335566826,39,71,2,32.03145559534208,0,0,0,0,1,0,1
683,Malaysia Railway Station,Wuxi Warehouse,34,KTM,Truck,157,473,156,66,139,136,149.51265959071148,7.920538010688683,52,41,4,167.27403504621168,1,0,0,1,1,1,0
684,Wuxi Railway Station,Singapore Railway Station,67,COSCO,Rail,312,121,281,135,118,51,102.43454561266725,6.002574534161459,59,46,4,145.16869569868447,1,0,1,1,1,1,0
685,Wuxi Warehouse,Singapore Warehouse,7,Railway Authority,Sea,245,115,163,97,287,86,149.32170473712543,6.328989825739207,48,25,5,136.5324306299579,0,1,0,0,1,1,0
686,Singapore Railway Station,Malaysia Port,67,Railway Authority,Sea,440,163,471,174,282,146,84.54005889032638,8.096358683577346,61,30,5,100.87764498464861,0,0,0,1,0,0,1
687,Singapore Railway Station,Malaysia Airport,34,KTM,Air,421,298,321,192,172,146,127.76660491160357,4.707636797760063,39,30,0,30.722490488027688,0,0,0,1,1,1,1
688,Wuxi Warehouse,Malaysia Port,34,DHL,Air,251,380,276,71,108,138,152.32611492790977,6.098742793753988,25,56,1,143.46945085340693,1,1,0,0,0,1,0
689,Shanghai Port,Wuxi Warehouse,34,Railway Authority,Rail,161,478,467,53,156,132,70.79427417396808,9.920011385780647,47,29,3,163.5529322028885,1,1,0,1,1,1,1
690,Wuxi Airport,Malaysia Warehouse,34,Railway Authority,Rail,420,240,343,71,283,111,65.29590665384671,8.159651306111481,45,28,8,43.04208511165997,1,1,1,1,0,0,0
691,Shanghai Railway Station,Singapore Railway Station,7,COSCO,Sea,141,132,376,79,188,131,142.27292078084082,2.669831547271759,44,26,8,184.9116354150678,0,0,0,0,1,1,1
692,Malaysia Port,Wuxi Railway Station,67,Evergreen,Rail,210,464,257,166,126,128,179.45052058059915,6.010450720286918,32,63,1,138.10103659876097,0,0,0,1,0,0,0
693,Singapore Port,Shanghai Port,34,COSCO,Truck,304,333,371,152,238,107,106.45396794766711,2.734368005686507,65,46,8,143.94219598134865,0,1,0,1,0,1,0
694,Shanghai Port,Singapore Port,67,DHL,Rail,141,148,394,154,149,100,62.723115539268655,1.2460251874500115,55,43,1,177.81645031807898,1,0,0,1,1,0,1
695,Malaysia Airport,Singapore Port,7,KTM,Sea,213,225,471,65,132,80,87.72892655356645,5.659727792676149,25,59,5,164.71551292242623,1,1,0,1,0,0,1
696,Malaysia Railway Station,Wuxi Railway Station,67,KTM,Truck,316,428,453,52,298,133,74.45898205125724,4.042468236919688,30,44,1,104.78451858873046,1,0,1,1,1,0,0
697,Wuxi Warehouse,Malaysia Warehouse,67,DHL,Sea,384,176,309,159,298,126,136.69269335777335,6.791407205396824,58,36,0,109.28561293246426,1,1,0,0,1,0,1
698,Shanghai Warehouse,Malaysia Port,34,DHL,Rail,344,384,319,71,228,148,74.73479423662127,1.8351658382031415,32,66,6,51.02594246204906,0,1,1,0,1,0,1
699,Shanghai Port,Wuxi Port,34,Evergreen,Rail,185,454,494,128,210,71,66.58381688400627,9.737872280824881,58,54,8,68.79712160006004,1,1,1,1,1,0,1
700,Singapore Port,Malaysia Airport,7,KTM,Truck,413,182,481,166,127,69,135.9458103758683,2.6922847855688437,47,36,8,238.00735625540526,1,0,0,0,1,0,1
701,Malaysia Warehouse,Singapore Port,67,Evergreen,Rail,499,427,325,50,230,110,72.16272151810024,8.919417551851843,29,64,9,227.1732497472209,0,0,0,0,1,1,1
702,Singapore Warehouse,Singapore Airport,7,DHL,Air,270,246,361,121,215,143,81.38994669073071,4.606172936381483,64,33,9,210.51682071692883,1,1,0,0,1,0,0
703,Malaysia Port,Wuxi Warehouse,34,COSCO,Truck,411,362,478,168,167,107,96.28596482335948,3.3835292921083813,62,50,7,109.21089818222036,0,0,1,1,1,0,0
704,Singapore Port,Wuxi Airport,34,DHL,Air,498,260,256,105,212,148,85.13981539248908,1.157274567931718,29,29,1,155.86124613492996,1,0,1,0,0,0,0
705,Wuxi Warehouse,Shanghai Airport,7,Evergreen,Sea,82,496,463,169,223,66,90.98810480276305,2.423119309570551,31,56,8,35.96684173710254,1,0,1,1,1,1,0
706,Singapore Airport,Singapore Railway Station,7,COSCO,Air,340,409,199,116,110,81,177.74463278102525,6.08759069972134,56,65,7,198.2562566141484,1,0,0,0,0,0,0
707,Shanghai Warehouse,Wuxi Airport,7,Railway Authority,Rail,59,345,380,191,287,115,189.1830777067554,2.1994408762662587,25,45,4,167.6472244864953,0,1,0,0,0,0,0
708,Singapore Port,Wuxi Warehouse,34,KTM,Air,131,208,400,192,186,148,127.85275938677998,4.139180662742406,38,62,2,178.6125013891962,1,0,1,1,0,1,0
709,Wuxi Airport,Malaysia Airport,34,DHL,Truck,380,168,300,155,259,94,198.46104966019897,2.3860472685939644,36,27,2,239.1813112221295,0,1,1,0,1,0,1
710,Wuxi Railway Station,Malaysia Railway Station,7,Evergreen,Rail,336,292,452,164,197,50,76.93396901868726,5.744735728218595,40,69,5,99.1368923917509,1,1,1,1,0,0,0
711,Wuxi Port,Singapore Railway Station,34,DHL,Rail,110,105,176,115,122,52,66.7559240664825,8.099042958432516,62,30,1,183.6355769530998,0,0,1,1,1,1,0
712,Malaysia Airport,Shanghai Railway Station,34,COSCO,Rail,98,308,221,118,247,125,86.25917228253628,9.708544879064751,49,31,6,219.7448876709148,1,1,0,1,0,0,1
713,Shanghai Warehouse,Malaysia Airport,7,COSCO,Sea,322,152,493,117,266,142,61.00194364394356,7.53359331775126,50,52,9,216.95437419175101,0,1,0,0,0,1,1
714,Wuxi Port,Malaysia Railway Station,34,Railway Authority,Truck,125,363,169,156,273,144,161.92194646699664,3.222884188137287,28,63,1,111.01928010060954,1,1,1,1,0,1,1
715,Wuxi Warehouse,Singapore Airport,34,Evergreen,Sea,139,182,212,117,134,65,74.69565876951562,2.646497762070989,64,48,8,92.09322771439395,1,1,0,0,0,1,0
716,Wuxi Port,Shanghai Airport,67,KTM,Sea,388,497,369,125,189,97,124.74937764905768,7.299792940742935,56,68,4,119.72879580824156,1,0,0,1,1,1,0
717,Malaysia Warehouse,Singapore Airport,34,KTM,Sea,423,113,452,105,215,118,160.60377813613482,3.3060447319961526,47,34,9,77.97525290707252,0,1,1,1,0,0,0
718,Shanghai Railway Station,Wuxi Railway Station,67,Railway Authority,Air,306,121,457,150,116,112,77.09576639388109,6.504010550967795,48,62,1,44.50514815654822,0,0,1,1,0,1,0
719,Singapore Airport,Shanghai Warehouse,67,KTM,Air,405,256,131,195,177,127,180.04715894420468,4.950293634201982,39,66,4,150.02489478260622,1,1,1,0,1,0,1
720,Wuxi Port,Singapore Railway Station,67,Railway Authority,Sea,189,221,346,148,193,97,156.11204822169145,5.337669151753881,49,46,0,90.4007541979607,1,1,0,0,1,0,1
721,Wuxi Warehouse,Shanghai Railway Station,7,KTM,Truck,380,187,344,170,298,146,74.15462562080366,4.099458433046889,45,50,9,198.1448173391614,0,1,1,0,0,0,0
722,Wuxi Airport,Singapore Railway Station,34,KTM,Sea,479,447,479,116,174,118,195.99162194054773,6.860768674029576,30,70,6,203.05372225419455,0,1,0,1,1,1,1
723,Malaysia Warehouse,Shanghai Airport,67,DHL,Air,289,390,432,68,211,139,87.6334385133535,9.414931057718338,62,48,5,111.53770910218944,1,1,1,1,1,1,0
724,Malaysia Airport,Singapore Port,34,Railway Authority,Truck,416,262,481,196,139,146,117.65512848771924,3.3464241051774,30,52,2,221.65882787565698,0,0,1,1,0,1,1
725,Singapore Warehouse,Wuxi Warehouse,7,Railway Authority,Rail,478,360,288,85,275,127,185.37701091399813,5.659555761441868,58,56,1,229.94954844947526,0,0,0,1,0,0,1
726,Malaysia Port,Shanghai Port,34,DHL,Air,366,254,324,199,129,64,63.220561988668265,1.4999936732975754,65,45,8,134.22067805007995,0,0,1,1,1,0,1
727,Shanghai Port,Malaysia Port,34,COSCO,Rail,217,253,278,151,243,130,67.96122050925187,3.8567746211916107,27,29,2,80.66214213966856,0,0,1,0,0,1,0
728,Shanghai Port,Shanghai Airport,67,COSCO,Sea,350,252,238,94,192,141,64.6743197290076,6.169925562014819,63,50,7,227.7291511592852,0,1,0,1,1,0,1
729,Malaysia Warehouse,Wuxi Warehouse,34,KTM,Rail,488,117,461,140,281,57,185.97710614793297,2.5934801149658244,61,32,0,178.32348161360827,0,1,1,1,1,1,0
730,Shanghai Warehouse,Shanghai Airport,67,Evergreen,Truck,176,116,154,193,157,72,108.83778627473811,8.022989470331707,51,66,4,141.32689059138852,0,0,0,1,1,0,1
731,Shanghai Airport,Wuxi Warehouse,34,COSCO,Sea,458,386,136,156,254,131,197.74538074748966,5.376816596877313,28,60,2,113.98032268338723,0,0,0,1,1,1,0
732,Malaysia Airport,Wuxi Warehouse,67,Railway Authority,Air,413,118,439,75,115,60,199.52644467880063,6.595659509071241,49,63,0,125.2502530397662,0,0,1,0,0,0,1
733,Wuxi Warehouse,Malaysia Port,7,DHL,Rail,134,397,401,76,269,73,109.21526469821674,9.33078937110529,68,67,1,231.2400065684287,1,0,0,1,0,1,0
734,Shanghai Railway Station,Wuxi Warehouse,7,COSCO,Sea,371,157,121,105,299,135,138.8920526755913,7.65974516950719,58,65,8,70.14787862185686,0,1,1,0,0,0,1
735,Malaysia Warehouse,Malaysia Port,7,DHL,Truck,133,266,438,125,218,63,92.17385316286439,7.435909336575367,28,44,5,85.5571174450292,1,1,1,1,0,0,0
736,Singapore Port,Singapore Airport,67,COSCO,Rail,358,287,247,167,196,106,103.41521570170055,8.683151668736196,56,31,9,141.24601302152894,0,1,0,0,1,1,1
737,Wuxi Port,Malaysia Airport,7,Railway Authority,Rail,371,370,194,66,130,145,164.6690026451804,8.787357432212314,53,49,8,207.78755308208895,1,0,0,1,0,1,0
738,Shanghai Airport,Shanghai Airport,7,COSCO,Truck,449,340,244,180,286,96,140.48458212347583,7.686834848859203,37,39,8,231.2897017710071,1,1,1,1,1,1,1
739,Shanghai Airport,Singapore Airport,7,Railway Authority,Rail,469,367,425,184,153,111,51.46427832311266,6.109282926755549,71,67,8,101.90226261941208,0,0,0,0,0,0,0
740,Malaysia Railway Station,Wuxi Airport,34,Evergreen,Sea,421,489,422,176,281,123,78.63691711002822,9.368912321388557,60,30,6,26.00772554385167,1,1,0,1,0,0,1
741,Malaysia Port,Shanghai Warehouse,7,DHL,Sea,328,159,278,139,189,139,180.47015508236743,8.546878388375209,33,45,5,123.73200260398596,1,1,0,0,1,1,0
742,Wuxi Port,Singapore Railway Station,34,Railway Authority,Sea,483,483,218,191,219,94,175.0334307964447,4.299118160345046,26,70,0,133.3900888374856,0,1,0,0,1,1,0
743,Wuxi Railway Station,Shanghai Warehouse,7,Evergreen,Rail,189,265,163,150,223,64,147.86607481046013,7.405876406027517,51,71,1,206.55346794187895,0,1,1,0,1,0,0
744,Wuxi Port,Singapore Airport,67,KTM,Air,359,166,220,132,183,142,86.14037731216149,5.26296169969008,68,35,3,120.50796085523392,0,1,1,0,1,1,1
745,Shanghai Railway Station,Singapore Airport,67,Railway Authority,Sea,406,142,227,113,133,78,102.36097875681966,6.760990724745029,28,32,0,112.78143201458502,0,1,0,1,1,0,1
746,Shanghai Railway Station,Wuxi Warehouse,7,COSCO,Sea,297,274,177,167,239,87,148.80138863596568,6.241273643792554,33,51,6,180.20754622645285,1,1,0,0,0,1,1
747,Wuxi Airport,Shanghai Railway Station,34,DHL,Sea,147,201,285,162,153,75,179.76496662630734,3.8435167610246563,64,54,6,24.17642422305496,1,0,0,1,0,0,1
748,Wuxi Warehouse,Singapore Airport,34,DHL,Truck,497,186,407,79,138,141,84.92872465243019,6.1516653899788745,48,42,8,126.27568037304982,0,0,0,0,0,1,0
749,Wuxi Railway Station,Singapore Airport,67,KTM,Air,410,485,126,153,177,99,130.55662418774557,2.6932868550737963,26,58,8,153.41475536414939,1,0,0,1,1,0,0
750,Wuxi Airport,Malaysia Warehouse,7,KTM,Rail,298,253,293,125,101,97,199.41408164198248,8.929860124266359,52,38,5,176.90834081355663,0,1,0,1,1,1,0
751,Wuxi Airport,Singapore Railway Station,7,Railway Authority,Sea,374,255,175,164,190,134,94.60845377288356,6.508374982044188,45,58,3,79.95016572527996,0,0,1,1,1,1,0
752,Malaysia Port,Shanghai Warehouse,67,Evergreen,Sea,236,497,112,79,154,65,199.13681418048964,8.706957181208931,25,49,4,196.14136354365306,0,0,1,1,1,1,1
753,Shanghai Port,Singapore Warehouse,34,Railway Authority,Sea,349,476,423,129,259,143,73.90454830069419,1.8179426792873237,62,33,1,156.60528456548118,1,0,0,0,1,0,1
754,Malaysia Port,Malaysia Railway Station,34,KTM,Rail,122,422,487,121,241,90,172.38510229281297,8.320430264965971,49,48,1,182.77778399365835,0,1,1,0,1,0,1
755,Malaysia Airport,Shanghai Railway Station,7,COSCO,Truck,111,440,265,172,230,118,116.30336003420553,1.391631482690464,43,63,1,191.1596361627692,1,1,0,0,1,0,1
756,Malaysia Railway Station,Malaysia Airport,67,Railway Authority,Sea,493,181,263,166,261,86,73.1508906815971,6.057970409625603,29,28,3,216.73949682260658,0,1,0,0,1,1,1
757,Singapore Airport,Singapore Warehouse,34,COSCO,Truck,205,173,292,142,191,114,105.75115383028026,3.0994888892362153,44,50,4,103.0683603380803,0,0,1,1,1,1,1
758,Malaysia Warehouse,Wuxi Airport,7,KTM,Sea,390,486,123,157,180,65,131.9353151424395,4.297162852499,36,54,5,84.80409008043351,1,0,1,0,1,0,0
759,Shanghai Railway Station,Malaysia Port,7,KTM,Rail,130,286,296,94,109,57,119.21159394821579,6.5871828957785,35,64,5,211.72301975765055,1,1,0,1,1,1,0
760,Wuxi Port,Malaysia Port,34,COSCO,Truck,266,269,104,156,101,74,129.32194597230148,7.143238045736917,33,43,7,151.97609495792005,1,1,0,1,1,0,0
761,Singapore Airport,Shanghai Warehouse,7,KTM,Air,156,260,493,135,266,103,141.52342288814216,8.004598786576299,51,32,1,107.02113978220183,1,1,1,0,0,1,0
762,Singapore Airport,Malaysia Port,7,Railway Authority,Rail,214,432,316,97,221,121,59.95180218018923,6.854924520704601,26,71,3,93.3469518620193,0,0,0,1,1,0,0
763,Malaysia Port,Singapore Port,7,KTM,Rail,123,183,365,142,172,64,189.07313903876306,7.390741043754463,53,35,7,171.8014551970712,0,0,1,0,1,1,1
764,Singapore Warehouse,Malaysia Airport,67,Evergreen,Air,258,335,103,96,164,113,173.31398451134956,3.0493303361490978,44,64,1,237.3863124150943,0,1,0,1,1,1,0
765,Singapore Port,Malaysia Railway Station,7,COSCO,Truck,252,424,147,181,128,67,177.28596206357975,5.9385807262396995,31,52,7,31.02031373565339,1,0,1,0,1,1,1
766,Malaysia Airport,Singapore Airport,7,DHL,Sea,293,408,483,157,272,70,189.76506107769407,7.5857359364439345,37,51,6,56.693024182412586,0,1,1,1,0,1,0
767,Wuxi Airport,Singapore Airport,34,Evergreen,Truck,390,142,416,149,205,142,194.04899228942543,3.8833642161939497,52,34,6,108.248328652481,1,1,0,0,1,1,1
768,Singapore Port,Wuxi Airport,67,Railway Authority,Rail,450,188,256,141,133,121,99.17623400527833,8.171795096140507,29,24,5,125.26786945676591,1,0,0,1,1,0,1
769,Singapore Warehouse,Wuxi Port,34,DHL,Sea,125,298,157,156,137,104,59.09597055229816,5.471763428050577,54,41,0,108.86462390278724,0,1,1,1,0,0,1
770,Malaysia Warehouse,Singapore Port,34,COSCO,Truck,293,187,225,130,162,143,117.15112507222015,4.969133817459996,65,35,6,131.25746007784574,0,1,0,0,0,0,0
771,Wuxi Port,Shanghai Port,7,COSCO,Truck,200,354,425,163,267,83,176.8750172588965,3.6522701614844713,63,62,7,178.03263394309982,1,1,1,0,0,1,1
772,Singapore Port,Malaysia Airport,67,DHL,Sea,331,233,260,119,175,117,53.49182942154677,5.452683843954202,34,55,6,234.78669896304297,0,1,1,1,0,0,1
773,Malaysia Airport,Malaysia Railway Station,7,Railway Authority,Sea,319,430,284,166,204,125,71.89186329952436,3.525608353388062,37,33,2,228.21156992306598,1,0,1,0,1,0,1
774,Malaysia Warehouse,Malaysia Airport,67,DHL,Truck,312,233,294,96,180,146,82.9986203992444,9.656170968620224,35,68,2,76.80308286463602,0,1,0,0,0,0,0
775,Malaysia Railway Station,Singapore Port,67,Railway Authority,Sea,114,406,288,186,232,64,111.2568404831722,7.314988888371533,49,66,7,172.26660043208867,1,0,1,0,1,0,1
776,Wuxi Railway Station,Wuxi Airport,34,Railway Authority,Rail,456,303,163,64,288,59,113.67201446804648,6.1203211733188345,55,58,6,151.92306943890918,0,0,0,0,0,0,1
777,Shanghai Warehouse,Shanghai Airport,67,Evergreen,Truck,349,455,211,184,224,132,137.19892259238753,3.8239315016381337,47,62,4,122.51779586610267,1,1,0,0,1,1,0
778,Shanghai Railway Station,Wuxi Port,7,KTM,Rail,335,469,229,69,176,127,82.09916657060818,5.697861324060061,65,70,9,123.92605538453631,0,0,1,0,0,1,0
779,Shanghai Railway Station,Singapore Railway Station,67,KTM,Truck,82,182,324,52,167,142,167.87890580768283,9.735758350183964,64,41,2,235.89742877080684,0,0,0,1,1,1,0
780,Shanghai Port,Shanghai Port,67,COSCO,Sea,201,440,256,69,217,89,62.476019988087046,1.5367661167600177,48,31,9,146.28488771177928,1,1,1,1,0,1,0
781,Singapore Port,Singapore Railway Station,67,KTM,Air,167,208,230,150,121,117,157.73992014745457,2.850921252507957,43,35,0,210.76433816970462,1,1,1,1,1,1,0
782,Shanghai Railway Station,Malaysia Airport,67,Evergreen,Truck,90,249,486,156,223,108,91.6636173758415,2.3806604004608567,48,26,9,226.75015064954684,1,1,1,1,0,0,0
783,Malaysia Railway Station,Wuxi Airport,67,Evergreen,Air,113,441,444,90,271,55,137.81374555659283,4.080795044424707,34,61,9,61.27626837307192,1,1,1,1,1,0,0
784,Shanghai Warehouse,Shanghai Port,34,Evergreen,Sea,444,127,411,62,169,142,54.24446140898776,3.9363289313949794,42,71,2,69.6110793985349,0,1,0,1,0,1,1
785,Wuxi Airport,Singapore Warehouse,34,COSCO,Air,278,337,484,74,171,57,172.8436111416947,8.807809207063734,35,63,5,99.97448418808126,1,1,1,0,0,0,1
