Order Number,Ship From,Ship To,Commodity,Order Value,Weight (KG),Volume,Shipper Name,Shipper Address,Shipper Country,Consignee Country,Order Date,Required Delivery Date,Journey Type,Tax Percentage
646,Malaysia Airport,Malaysia Airport,Pharmaceuticals,99330,3402,15,YCH,8 Bulim Ave,Malaysia,Malaysia,29-Sep-25,09-Oct-25,Domestic,0.042766607520758664
647,Shanghai Railway Station,Singapore Port,Pharmaceuticals,2470,3042,96,YCH,8 Bulim Ave,China,Malaysia,30-Sep-25,10-Oct-25,International,0.1404497770887023
648,Malaysia Port,Shanghai Railway Station,Pharmaceuticals,13903,15,92,YCH,8 Bulim Ave,Singapore,Singapore,01-Oct-25,11-Oct-25,International,0.024746647090007914
649,Shanghai Railway Station,Wuxi Railway Station,Pharmaceuticals,38195,771,44,YCH,8 Bulim Ave,Singapore,Malaysia,02-Oct-25,12-Oct-25,International,0.03577863058316454
650,Shanghai Port,Singapore Warehouse,Pharmaceuticals,96666,422,22,YCH,8 Bulim Ave,China,China,03-Oct-25,13-Oct-25,Domestic,0.055566879912448054
651,Malaysia Railway Station,Wuxi Railway Station,Textiles,76993,4167,73,YCH,8 Bulim Ave,Singapore,Malaysia,04-Oct-25,14-Oct-25,International,0.11456578742692611
652,Shanghai Port,Wuxi Railway Station,Pharmaceuticals,4499,1119,59,YCH,8 Bulim Ave,China,Malaysia,05-Oct-25,15-Oct-25,Domestic,0.0564392782951685
653,Wuxi Warehouse,Singapore Port,Textiles,94201,4940,39,YCH,8 Bulim Ave,Malaysia,Malaysia,06-Oct-25,16-Oct-25,Domestic,0.12660294632554958
654,Shanghai Airport,Wuxi Railway Station,Textiles,31910,1427,87,YCH,8 Bulim Ave,China,China,07-Oct-25,17-Oct-25,International,0.11569777223445672
655,Shanghai Warehouse,Shanghai Airport,Textiles,3744,211,31,YCH,8 Bulim Ave,Singapore,China,08-Oct-25,18-Oct-25,International,0.017910845189862468
656,Shanghai Airport,Shanghai Warehouse,Textiles,87371,304,20,YCH,8 Bulim Ave,Singapore,Malaysia,09-Oct-25,19-Oct-25,Domestic,0.09196347993668756
657,Malaysia Port,Wuxi Airport,Furniture,68173,191,20,YCH,8 Bulim Ave,Malaysia,China,10-Oct-25,20-Oct-25,Domestic,0.13570672949247842
658,Malaysia Warehouse,Malaysia Warehouse,Pharmaceuticals,71328,4784,7,YCH,8 Bulim Ave,Singapore,Malaysia,11-Oct-25,21-Oct-25,International,0.02817705569211594
659,Malaysia Airport,Shanghai Warehouse,Furniture,77715,1116,89,YCH,8 Bulim Ave,Singapore,China,12-Oct-25,22-Oct-25,Domestic,0.09520973316210897
660,Singapore Airport,Malaysia Railway Station,Pharmaceuticals,47771,1859,19,YCH,8 Bulim Ave,China,Singapore,13-Oct-25,23-Oct-25,Domestic,0.08021310261195161
661,Singapore Airport,Singapore Railway Station,Textiles,45102,1246,48,YCH,8 Bulim Ave,Singapore,Singapore,14-Oct-25,24-Oct-25,International,0.019137997698314986
662,Malaysia Railway Station,Wuxi Airport,Furniture,35270,2528,18,YCH,8 Bulim Ave,Malaysia,Singapore,15-Oct-25,25-Oct-25,Domestic,0.07493651576413357
663,Malaysia Airport,Singapore Port,Electronics,90332,1073,82,YCH,8 Bulim Ave,China,Singapore,16-Oct-25,26-Oct-25,Domestic,0.06169445487372319
664,Wuxi Railway Station,Malaysia Port,Furniture,31356,1419,97,YCH,8 Bulim Ave,Malaysia,Malaysia,17-Oct-25,27-Oct-25,International,0.14957265281336465
665,Wuxi Port,Singapore Warehouse,Electronics,47660,996,47,YCH,8 Bulim Ave,China,Singapore,18-Oct-25,28-Oct-25,Domestic,0.06192307944082874
666,Wuxi Warehouse,Singapore Warehouse,Electronics,78241,4289,68,YCH,8 Bulim Ave,Malaysia,Malaysia,19-Oct-25,29-Oct-25,Domestic,0.0349089368739098
667,Malaysia Port,Singapore Railway Station,Textiles,24246,1521,36,YCH,8 Bulim Ave,Singapore,China,20-Oct-25,30-Oct-25,International,0.02869201089243814
668,Wuxi Railway Station,Malaysia Port,Pharmaceuticals,99061,2873,77,YCH,8 Bulim Ave,Malaysia,Singapore,21-Oct-25,31-Oct-25,Domestic,0.026736690891776396
669,Shanghai Railway Station,Malaysia Railway Station,Pharmaceuticals,90784,1616,78,YCH,8 Bulim Ave,Singapore,Malaysia,22-Oct-25,01-Nov-25,International,0.04106319891251639
670,Malaysia Airport,Singapore Warehouse,Pharmaceuticals,70916,2887,33,YCH,8 Bulim Ave,China,China,23-Oct-25,02-Nov-25,Domestic,0.10103637687943418
671,Shanghai Port,Shanghai Warehouse,Pharmaceuticals,21842,4344,32,YCH,8 Bulim Ave,China,Malaysia,24-Oct-25,03-Nov-25,Domestic,0.07605092377844885
672,Wuxi Port,Wuxi Railway Station,Pharmaceuticals,2527,2088,18,YCH,8 Bulim Ave,Singapore,China,25-Oct-25,04-Nov-25,Domestic,0.10053341698008067
673,Malaysia Warehouse,Wuxi Railway Station,Textiles,91418,3137,54,YCH,8 Bulim Ave,Malaysia,Malaysia,26-Oct-25,05-Nov-25,Domestic,0.10704066053389807
674,Malaysia Airport,Singapore Warehouse,Furniture,65058,3535,52,YCH,8 Bulim Ave,China,China,27-Oct-25,06-Nov-25,Domestic,0.1461809921877396
675,Malaysia Airport,Wuxi Airport,Textiles,25584,4659,38,YCH,8 Bulim Ave,Singapore,Singapore,28-Oct-25,07-Nov-25,Domestic,0.032136104456270874
676,Shanghai Airport,Malaysia Airport,Pharmaceuticals,76086,173,57,YCH,8 Bulim Ave,Singapore,Singapore,29-Oct-25,08-Nov-25,Domestic,0.12098942322475621
677,Malaysia Airport,Malaysia Airport,Electronics,33385,2618,10,YCH,8 Bulim Ave,China,Singapore,30-Oct-25,09-Nov-25,International,0.09413942321284073
678,Shanghai Port,Singapore Warehouse,Textiles,35125,1352,61,YCH,8 Bulim Ave,Malaysia,China,31-Oct-25,10-Nov-25,Domestic,0.06170819772433541
679,Wuxi Warehouse,Malaysia Railway Station,Furniture,14772,580,43,YCH,8 Bulim Ave,Malaysia,Malaysia,01-Nov-25,11-Nov-25,Domestic,0.09963964451165484
680,Shanghai Warehouse,Wuxi Warehouse,Furniture,74296,544,6,YCH,8 Bulim Ave,Malaysia,Malaysia,02-Nov-25,12-Nov-25,Domestic,0.06093034283111374
681,Shanghai Railway Station,Wuxi Port,Pharmaceuticals,72216,1019,57,YCH,8 Bulim Ave,Malaysia,Malaysia,03-Nov-25,13-Nov-25,International,0.12396290619052575
682,Singapore Railway Station,Singapore Port,Textiles,62892,2673,85,YCH,8 Bulim Ave,Singapore,China,04-Nov-25,14-Nov-25,Domestic,0.08532648350850795
683,Singapore Port,Wuxi Port,Pharmaceuticals,27764,1416,71,YCH,8 Bulim Ave,China,China,05-Nov-25,15-Nov-25,Domestic,0.13470349912854246
684,Wuxi Airport,Shanghai Railway Station,Furniture,17013,1639,71,YCH,8 Bulim Ave,Malaysia,Malaysia,06-Nov-25,16-Nov-25,Domestic,0.048737749935108335
685,Malaysia Port,Malaysia Warehouse,Furniture,36054,383,19,YCH,8 Bulim Ave,Malaysia,Singapore,07-Nov-25,17-Nov-25,Domestic,0.11939355778601277
686,Wuxi Warehouse,Malaysia Warehouse,Furniture,22639,2138,1,YCH,8 Bulim Ave,Singapore,Malaysia,08-Nov-25,18-Nov-25,Domestic,0.025389907917532352
687,Wuxi Port,Singapore Port,Electronics,96160,603,8,YCH,8 Bulim Ave,Malaysia,China,09-Nov-25,19-Nov-25,Domestic,0.1486315769572324
688,Wuxi Port,Singapore Warehouse,Furniture,78453,356,21,YCH,8 Bulim Ave,Malaysia,China,10-Nov-25,20-Nov-25,International,0.07391445947655445
689,Wuxi Port,Singapore Railway Station,Textiles,50692,1751,43,YCH,8 Bulim Ave,China,Singapore,11-Nov-25,21-Nov-25,Domestic,0.04060031607813771
690,Malaysia Railway Station,Wuxi Railway Station,Pharmaceuticals,37142,3491,6,YCH,8 Bulim Ave,China,Malaysia,12-Nov-25,22-Nov-25,International,0.1024739720631354
691,Shanghai Port,Malaysia Airport,Pharmaceuticals,74319,2156,66,YCH,8 Bulim Ave,Singapore,China,13-Nov-25,23-Nov-25,International,0.11245113878952188
692,Singapore Railway Station,Singapore Warehouse,Furniture,81156,4703,75,YCH,8 Bulim Ave,China,Malaysia,14-Nov-25,24-Nov-25,Domestic,0.14430387037422396
693,Malaysia Port,Shanghai Airport,Electronics,94295,2210,91,YCH,8 Bulim Ave,Malaysia,Malaysia,15-Nov-25,25-Nov-25,International,0.016734264150384967
694,Singapore Airport,Wuxi Warehouse,Textiles,85568,3300,29,YCH,8 Bulim Ave,China,Singapore,16-Nov-25,26-Nov-25,Domestic,0.13174666504895868
695,Malaysia Warehouse,Shanghai Railway Station,Furniture,79600,2628,13,YCH,8 Bulim Ave,Malaysia,Malaysia,17-Nov-25,27-Nov-25,International,0.048023940317769354
696,Wuxi Airport,Shanghai Railway Station,Furniture,79468,4864,49,YCH,8 Bulim Ave,China,Malaysia,18-Nov-25,28-Nov-25,International,0.03693075070579194
697,Singapore Warehouse,Shanghai Port,Pharmaceuticals,99320,1537,42,YCH,8 Bulim Ave,Malaysia,Malaysia,19-Nov-25,29-Nov-25,Domestic,0.12840100302581192
698,Malaysia Warehouse,Singapore Railway Station,Furniture,8332,155,6,YCH,8 Bulim Ave,Singapore,Singapore,20-Nov-25,30-Nov-25,International,0.09035049387970782
699,Malaysia Port,Malaysia Port,Electronics,33457,2271,23,YCH,8 Bulim Ave,Malaysia,Malaysia,21-Nov-25,01-Dec-25,Domestic,0.049167051505175696
700,Malaysia Warehouse,Malaysia Warehouse,Pharmaceuticals,91481,1532,6,YCH,8 Bulim Ave,Singapore,Malaysia,22-Nov-25,02-Dec-25,Domestic,0.014628733285629664
701,Shanghai Railway Station,Malaysia Port,Electronics,85111,3425,29,YCH,8 Bulim Ave,China,Singapore,23-Nov-25,03-Dec-25,International,0.14936583338320755
702,Shanghai Port,Shanghai Warehouse,Pharmaceuticals,63750,4673,57,YCH,8 Bulim Ave,Malaysia,Singapore,24-Nov-25,04-Dec-25,International,0.07639176032374585
703,Singapore Railway Station,Singapore Railway Station,Electronics,85068,2207,1,YCH,8 Bulim Ave,Malaysia,China,25-Nov-25,05-Dec-25,International,0.06149907261827403
704,Shanghai Port,Wuxi Port,Furniture,81934,2310,91,YCH,8 Bulim Ave,Singapore,China,26-Nov-25,06-Dec-25,Domestic,0.04286425538213057
705,Singapore Railway Station,Shanghai Warehouse,Textiles,36791,2512,19,YCH,8 Bulim Ave,Singapore,Singapore,27-Nov-25,07-Dec-25,Domestic,0.036629129490124486
706,Wuxi Airport,Wuxi Port,Textiles,97092,4005,36,YCH,8 Bulim Ave,Malaysia,Malaysia,28-Nov-25,08-Dec-25,International,0.08188506090497
707,Shanghai Airport,Singapore Airport,Electronics,90050,3091,48,YCH,8 Bulim Ave,Malaysia,Malaysia,29-Nov-25,09-Dec-25,Domestic,0.1412138444254743
708,Malaysia Port,Shanghai Warehouse,Electronics,71336,2524,19,YCH,8 Bulim Ave,Malaysia,China,30-Nov-25,10-Dec-25,Domestic,0.039619654249346534
709,Malaysia Railway Station,Wuxi Warehouse,Furniture,78654,2228,46,YCH,8 Bulim Ave,Singapore,Malaysia,01-Dec-25,11-Dec-25,Domestic,0.0271382605697292
710,Shanghai Warehouse,Singapore Railway Station,Textiles,17277,78,95,YCH,8 Bulim Ave,China,China,02-Dec-25,12-Dec-25,Domestic,0.06251551089777826
711,Wuxi Airport,Wuxi Airport,Furniture,97170,3059,84,YCH,8 Bulim Ave,China,China,03-Dec-25,13-Dec-25,Domestic,0.13469109716824854
712,Malaysia Port,Singapore Railway Station,Textiles,78239,1789,75,YCH,8 Bulim Ave,Singapore,Singapore,04-Dec-25,14-Dec-25,International,0.024230954481170422
713,Singapore Railway Station,Shanghai Warehouse,Electronics,60194,1149,83,YCH,8 Bulim Ave,Singapore,Singapore,05-Dec-25,15-Dec-25,International,0.07410984572386621
714,Wuxi Warehouse,Shanghai Warehouse,Electronics,5146,2749,25,YCH,8 Bulim Ave,China,China,06-Dec-25,16-Dec-25,Domestic,0.12078899831196464
715,Wuxi Warehouse,Singapore Railway Station,Textiles,6654,4847,51,YCH,8 Bulim Ave,China,China,07-Dec-25,17-Dec-25,Domestic,0.032590433817151425
716,Shanghai Airport,Wuxi Port,Pharmaceuticals,1429,4786,53,YCH,8 Bulim Ave,Singapore,China,08-Dec-25,18-Dec-25,Domestic,0.03309130102054855
717,Wuxi Railway Station,Shanghai Railway Station,Furniture,97152,698,55,YCH,8 Bulim Ave,Malaysia,Malaysia,09-Dec-25,19-Dec-25,Domestic,0.047557629693472915
718,Wuxi Railway Station,Wuxi Port,Electronics,17562,1642,75,YCH,8 Bulim Ave,Malaysia,China,10-Dec-25,20-Dec-25,Domestic,0.11712622621460657
719,Singapore Warehouse,Singapore Port,Electronics,11758,2004,61,YCH,8 Bulim Ave,Malaysia,China,11-Dec-25,21-Dec-25,International,0.10932084933316863
720,Shanghai Airport,Malaysia Port,Furniture,34533,404,10,YCH,8 Bulim Ave,China,China,12-Dec-25,22-Dec-25,International,0.12436632775494676
721,Shanghai Port,Wuxi Railway Station,Furniture,99995,2601,78,YCH,8 Bulim Ave,China,Malaysia,13-Dec-25,23-Dec-25,International,0.12576388725370932
722,Malaysia Warehouse,Wuxi Warehouse,Textiles,12493,462,33,YCH,8 Bulim Ave,Malaysia,Malaysia,14-Dec-25,24-Dec-25,Domestic,0.11182112544180807
723,Malaysia Warehouse,Malaysia Warehouse,Electronics,84646,3969,30,YCH,8 Bulim Ave,China,Singapore,15-Dec-25,25-Dec-25,Domestic,0.041721879819385264
724,Singapore Warehouse,Malaysia Railway Station,Electronics,22974,3446,55,YCH,8 Bulim Ave,Singapore,Malaysia,16-Dec-25,26-Dec-25,International,0.03361146656174271
725,Shanghai Railway Station,Singapore Port,Electronics,2626,187,33,YCH,8 Bulim Ave,Malaysia,Malaysia,17-Dec-25,27-Dec-25,Domestic,0.019799366324491433
726,Malaysia Airport,Singapore Airport,Furniture,65195,1928,13,YCH,8 Bulim Ave,Singapore,China,18-Dec-25,28-Dec-25,Domestic,0.07279687566784415
727,Singapore Railway Station,Singapore Railway Station,Textiles,23567,2002,77,YCH,8 Bulim Ave,Singapore,China,19-Dec-25,29-Dec-25,Domestic,0.09079412437131813
728,Wuxi Warehouse,Wuxi Warehouse,Pharmaceuticals,65860,1074,45,YCH,8 Bulim Ave,China,Singapore,20-Dec-25,30-Dec-25,International,0.0801653889685089
729,Malaysia Airport,Shanghai Warehouse,Furniture,33398,4555,1,YCH,8 Bulim Ave,China,Singapore,21-Dec-25,31-Dec-25,Domestic,0.06799421102594413
730,Malaysia Warehouse,Shanghai Railway Station,Furniture,40729,2208,1,YCH,8 Bulim Ave,China,China,22-Dec-25,01-Jan-26,International,0.0774483104521839
731,Shanghai Railway Station,Malaysia Railway Station,Pharmaceuticals,4480,798,29,YCH,8 Bulim Ave,Malaysia,Malaysia,23-Dec-25,02-Jan-26,International,0.049280654222279736
732,Shanghai Port,Malaysia Airport,Electronics,82070,3110,71,YCH,8 Bulim Ave,Singapore,Singapore,24-Dec-25,03-Jan-26,Domestic,0.028718570176031438
733,Wuxi Warehouse,Singapore Railway Station,Electronics,56407,2230,72,YCH,8 Bulim Ave,Singapore,China,25-Dec-25,04-Jan-26,Domestic,0.14828639835402402
734,Wuxi Railway Station,Singapore Railway Station,Pharmaceuticals,22645,1052,3,YCH,8 Bulim Ave,Singapore,China,26-Dec-25,05-Jan-26,Domestic,0.14697236704350036
735,Shanghai Warehouse,Shanghai Railway Station,Furniture,67063,776,3,YCH,8 Bulim Ave,Malaysia,Singapore,27-Dec-25,06-Jan-26,International,0.09277648934202333
736,Shanghai Airport,Shanghai Railway Station,Electronics,5544,3410,21,YCH,8 Bulim Ave,Singapore,Singapore,28-Dec-25,07-Jan-26,Domestic,0.09546550871132652
737,Malaysia Railway Station,Wuxi Airport,Pharmaceuticals,53847,1319,3,YCH,8 Bulim Ave,Malaysia,China,29-Dec-25,08-Jan-26,Domestic,0.015316853029339701
738,Singapore Warehouse,Singapore Port,Textiles,24605,3585,13,YCH,8 Bulim Ave,China,China,30-Dec-25,09-Jan-26,Domestic,0.020007547547759286
739,Shanghai Airport,Malaysia Warehouse,Furniture,15729,1265,54,YCH,8 Bulim Ave,Singapore,Malaysia,31-Dec-25,10-Jan-26,Domestic,0.020050525990987826
740,Shanghai Railway Station,Singapore Warehouse,Textiles,18718,4617,31,YCH,8 Bulim Ave,Malaysia,China,01-Jan-26,11-Jan-26,Domestic,0.1193759815254144
741,Shanghai Railway Station,Singapore Warehouse,Textiles,7553,3305,11,YCH,8 Bulim Ave,Malaysia,Malaysia,02-Jan-26,12-Jan-26,International,0.037493320612144936
742,Singapore Warehouse,Malaysia Warehouse,Furniture,57657,1031,42,YCH,8 Bulim Ave,Singapore,Singapore,03-Jan-26,13-Jan-26,Domestic,0.06742559174749303
743,Singapore Railway Station,Shanghai Port,Pharmaceuticals,10500,1905,57,YCH,8 Bulim Ave,Singapore,China,04-Jan-26,14-Jan-26,Domestic,0.06286732515735105
744,Wuxi Railway Station,Shanghai Airport,Textiles,32409,3192,27,YCH,8 Bulim Ave,Malaysia,Malaysia,05-Jan-26,15-Jan-26,Domestic,0.13020424126965396
745,Shanghai Warehouse,Shanghai Airport,Pharmaceuticals,85796,4608,33,YCH,8 Bulim Ave,China,China,06-Jan-26,16-Jan-26,Domestic,0.024433337328661785
746,Singapore Airport,Shanghai Airport,Pharmaceuticals,56551,579,12,YCH,8 Bulim Ave,Singapore,Singapore,07-Jan-26,17-Jan-26,International,0.049396175579440656
747,Singapore Warehouse,Malaysia Railway Station,Textiles,33846,1969,23,YCH,8 Bulim Ave,Malaysia,Malaysia,08-Jan-26,18-Jan-26,Domestic,0.0656159036324883
748,Wuxi Railway Station,Malaysia Warehouse,Pharmaceuticals,77937,2992,41,YCH,8 Bulim Ave,Singapore,China,09-Jan-26,19-Jan-26,Domestic,0.09804651217350811
749,Wuxi Railway Station,Singapore Port,Electronics,28246,1949,42,YCH,8 Bulim Ave,China,Singapore,10-Jan-26,20-Jan-26,Domestic,0.0972970096914984
750,Malaysia Warehouse,Wuxi Warehouse,Furniture,38594,3869,19,YCH,8 Bulim Ave,Malaysia,China,11-Jan-26,21-Jan-26,Domestic,0.03162568635667157
751,Shanghai Airport,Shanghai Port,Pharmaceuticals,34305,1143,80,YCH,8 Bulim Ave,Malaysia,China,12-Jan-26,22-Jan-26,International,0.13227258510592832
752,Singapore Airport,Malaysia Warehouse,Pharmaceuticals,41517,4884,55,YCH,8 Bulim Ave,China,Malaysia,13-Jan-26,23-Jan-26,Domestic,0.12078993425162125
753,Wuxi Airport,Wuxi Airport,Textiles,28478,4396,2,YCH,8 Bulim Ave,Malaysia,Singapore,14-Jan-26,24-Jan-26,International,0.05170679322619446
754,Malaysia Port,Singapore Railway Station,Electronics,55136,1681,84,YCH,8 Bulim Ave,Singapore,Malaysia,15-Jan-26,25-Jan-26,International,0.016046829324019424
755,Shanghai Airport,Wuxi Warehouse,Pharmaceuticals,9850,3156,61,YCH,8 Bulim Ave,China,China,16-Jan-26,26-Jan-26,International,0.03765074010058231
756,Shanghai Warehouse,Singapore Port,Textiles,24395,1698,2,YCH,8 Bulim Ave,China,Singapore,17-Jan-26,27-Jan-26,International,0.08485313716224427
757,Wuxi Airport,Shanghai Airport,Textiles,43590,558,41,YCH,8 Bulim Ave,China,Singapore,18-Jan-26,28-Jan-26,Domestic,0.01659036950518461
758,Shanghai Warehouse,Malaysia Railway Station,Pharmaceuticals,71237,1439,6,YCH,8 Bulim Ave,Malaysia,Malaysia,19-Jan-26,29-Jan-26,International,0.1095932682794165
759,Singapore Airport,Wuxi Warehouse,Furniture,64936,1960,89,YCH,8 Bulim Ave,China,China,20-Jan-26,30-Jan-26,Domestic,0.036947259557273085
760,Shanghai Airport,Shanghai Airport,Textiles,8570,2733,85,YCH,8 Bulim Ave,Malaysia,Singapore,21-Jan-26,31-Jan-26,International,0.045726396413905517
761,Wuxi Railway Station,Singapore Port,Textiles,60194,497,99,YCH,8 Bulim Ave,China,Malaysia,22-Jan-26,01-Feb-26,International,0.04155734331165235
762,Shanghai Airport,Singapore Port,Textiles,44179,38,63,YCH,8 Bulim Ave,China,China,23-Jan-26,02-Feb-26,Domestic,0.13799794118862524
763,Singapore Warehouse,Shanghai Railway Station,Textiles,71804,4727,24,YCH,8 Bulim Ave,Singapore,Malaysia,24-Jan-26,03-Feb-26,International,0.14373303147385272
764,Singapore Warehouse,Wuxi Railway Station,Pharmaceuticals,84084,27,97,YCH,8 Bulim Ave,Singapore,Singapore,25-Jan-26,04-Feb-26,International,0.06648071526847742
765,Singapore Railway Station,Singapore Port,Pharmaceuticals,43129,513,5,YCH,8 Bulim Ave,Singapore,China,26-Jan-26,05-Feb-26,Domestic,0.08784109169445854
766,Malaysia Airport,Shanghai Warehouse,Electronics,33830,590,19,YCH,8 Bulim Ave,Malaysia,Singapore,27-Jan-26,06-Feb-26,International,0.017912833445114774
767,Wuxi Port,Wuxi Airport,Electronics,16055,58,27,YCH,8 Bulim Ave,Singapore,China,28-Jan-26,07-Feb-26,International,0.05519377173524968
768,Singapore Port,Singapore Airport,Pharmaceuticals,99768,476,48,YCH,8 Bulim Ave,Singapore,Singapore,29-Jan-26,08-Feb-26,Domestic,0.052210112750742166
769,Wuxi Port,Malaysia Airport,Textiles,80487,4879,37,YCH,8 Bulim Ave,China,China,30-Jan-26,09-Feb-26,Domestic,0.14165874808249213
770,Singapore Port,Shanghai Port,Furniture,42175,734,52,YCH,8 Bulim Ave,China,Singapore,31-Jan-26,10-Feb-26,Domestic,0.11266329822813673
771,Malaysia Railway Station,Wuxi Airport,Electronics,11512,2656,70,YCH,8 Bulim Ave,Singapore,Singapore,01-Feb-26,11-Feb-26,International,0.12102376029119667
772,Singapore Airport,Shanghai Port,Furniture,55355,153,93,YCH,8 Bulim Ave,Singapore,China,02-Feb-26,12-Feb-26,International,0.10091771679372195
773,Singapore Airport,Malaysia Airport,Furniture,55422,2658,83,YCH,8 Bulim Ave,Singapore,Singapore,03-Feb-26,13-Feb-26,Domestic,0.052777563586764734
774,Singapore Warehouse,Singapore Warehouse,Pharmaceuticals,49696,4495,67,YCH,8 Bulim Ave,Singapore,Malaysia,04-Feb-26,14-Feb-26,International,0.12293303902467981
775,Shanghai Warehouse,Malaysia Warehouse,Electronics,82783,1825,58,YCH,8 Bulim Ave,Singapore,Singapore,05-Feb-26,15-Feb-26,International,0.09485409016089644
776,Singapore Airport,Shanghai Port,Electronics,3763,1371,5,YCH,8 Bulim Ave,China,China,06-Feb-26,16-Feb-26,International,0.026703450970101697
777,Wuxi Airport,Singapore Airport,Pharmaceuticals,26893,779,26,YCH,8 Bulim Ave,Malaysia,Malaysia,07-Feb-26,17-Feb-26,International,0.05729665623097891
778,Shanghai Warehouse,Singapore Warehouse,Electronics,10988,233,98,YCH,8 Bulim Ave,Singapore,Malaysia,08-Feb-26,18-Feb-26,International,0.10552452825819938
779,Singapore Port,Shanghai Airport,Electronics,57404,1887,80,YCH,8 Bulim Ave,Malaysia,China,09-Feb-26,19-Feb-26,Domestic,0.037856347101011156
780,Singapore Warehouse,Singapore Airport,Electronics,37467,1075,32,YCH,8 Bulim Ave,Singapore,China,10-Feb-26,20-Feb-26,International,0.04066466292718741
781,Wuxi Railway Station,Wuxi Railway Station,Pharmaceuticals,84595,2174,95,YCH,8 Bulim Ave,Singapore,Singapore,11-Feb-26,21-Feb-26,International,0.1444917427346206
782,Malaysia Warehouse,Shanghai Warehouse,Pharmaceuticals,74725,792,1,YCH,8 Bulim Ave,Singapore,Malaysia,12-Feb-26,22-Feb-26,Domestic,0.052559223433067806
783,Malaysia Airport,Malaysia Warehouse,Electronics,92186,191,74,YCH,8 Bulim Ave,China,Singapore,13-Feb-26,23-Feb-26,Domestic,0.14882419018431203
784,Malaysia Port,Shanghai Railway Station,Pharmaceuticals,41949,599,58,YCH,8 Bulim Ave,China,Malaysia,14-Feb-26,24-Feb-26,International,0.09851546407184737
785,Singapore Railway Station,Singapore Railway Station,Pharmaceuticals,78090,2953,28,YCH,8 Bulim Ave,Malaysia,China,15-Feb-26,25-Feb-26,Domestic,0.053392728095985796
786,Singapore Port,Malaysia Warehouse,Electronics,70008,1182,35,YCH,8 Bulim Ave,China,China,16-Feb-26,26-Feb-26,Domestic,0.10263931895159698
787,Shanghai Railway Station,Wuxi Airport,Pharmaceuticals,95663,3450,66,YCH,8 Bulim Ave,China,China,17-Feb-26,27-Feb-26,International,0.015971280451687928
788,Malaysia Airport,Malaysia Railway Station,Furniture,21383,627,71,YCH,8 Bulim Ave,Singapore,Malaysia,18-Feb-26,28-Feb-26,Domestic,0.05279811183108581
789,Malaysia Warehouse,Malaysia Warehouse,Textiles,61244,1262,5,YCH,8 Bulim Ave,Singapore,Singapore,19-Feb-26,01-Mar-26,International,0.059996198147862924
790,Singapore Railway Station,Shanghai Port,Textiles,98735,3097,26,YCH,8 Bulim Ave,China,China,20-Feb-26,02-Mar-26,Domestic,0.020755294878724673
791,Singapore Airport,Shanghai Warehouse,Pharmaceuticals,55779,2283,94,YCH,8 Bulim Ave,Singapore,Malaysia,21-Feb-26,03-Mar-26,International,0.07272294154325169
792,Wuxi Port,Malaysia Warehouse,Pharmaceuticals,4646,2537,54,YCH,8 Bulim Ave,Malaysia,Malaysia,22-Feb-26,04-Mar-26,Domestic,0.1177377668222896
793,Singapore Railway Station,Wuxi Airport,Furniture,49780,1151,59,YCH,8 Bulim Ave,Singapore,Singapore,23-Feb-26,05-Mar-26,International,0.12237068682720076
794,Shanghai Airport,Malaysia Port,Furniture,81000,2344,58,YCH,8 Bulim Ave,Malaysia,China,24-Feb-26,06-Mar-26,Domestic,0.07410922050408957
795,Singapore Airport,Shanghai Railway Station,Pharmaceuticals,93313,3155,41,YCH,8 Bulim Ave,China,Malaysia,25-Feb-26,07-Mar-26,International,0.02289322832748042
796,Wuxi Airport,Shanghai Warehouse,Electronics,90634,4574,57,YCH,8 Bulim Ave,Singapore,Singapore,26-Feb-26,08-Mar-26,Domestic,0.04430999465179744
797,Wuxi Railway Station,Malaysia Airport,Electronics,34385,2998,80,YCH,8 Bulim Ave,China,Singapore,27-Feb-26,09-Mar-26,Domestic,0.11114155738616388
798,Wuxi Railway Station,Malaysia Airport,Electronics,57535,635,50,YCH,8 Bulim Ave,Malaysia,China,28-Feb-26,10-Mar-26,International,0.13074998592068188
799,Shanghai Warehouse,Shanghai Airport,Textiles,19461,1100,72,YCH,8 Bulim Ave,Singapore,China,01-Mar-26,11-Mar-26,Domestic,0.08113781978066711
800,Shanghai Airport,Malaysia Warehouse,Electronics,76324,4653,68,YCH,8 Bulim Ave,Singapore,China,02-Mar-26,12-Mar-26,International,0.07473135124095959
801,Shanghai Warehouse,Singapore Warehouse,Furniture,77464,3749,10,YCH,8 Bulim Ave,China,China,03-Mar-26,13-Mar-26,International,0.07097149080896985
802,Malaysia Port,Wuxi Airport,Electronics,59832,3194,24,YCH,8 Bulim Ave,Malaysia,Malaysia,04-Mar-26,14-Mar-26,Domestic,0.11393102889018938
803,Malaysia Airport,Wuxi Port,Electronics,5679,697,21,YCH,8 Bulim Ave,China,Malaysia,05-Mar-26,15-Mar-26,International,0.10767417602015278
804,Singapore Warehouse,Wuxi Airport,Electronics,97686,2154,34,YCH,8 Bulim Ave,China,Malaysia,06-Mar-26,16-Mar-26,International,0.10144949935231276
805,Singapore Port,Wuxi Port,Electronics,32312,2202,53,YCH,8 Bulim Ave,China,China,07-Mar-26,17-Mar-26,Domestic,0.0830354696802266
